Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
P,9271,PIWIL1,GO:0032259,biological_process,methylation,,21,62,720,9516,2.505764380951439e-07,2.744408607708719e-07,15.108530042665762,2,1,0,0
S,64321,SOX17,GO:0030154,biological_process,cell differentiation,,6,19,111,10183,2.7743793621451375e-07,2.7743793621451375e-07,15.097668582055078,3,81,0,1
B,567,B2M,GO:0019882,biological_process,antigen processing and presentation,,2,4,0,10313,2.81765696383717e-07,2.81765696383717e-07,15.082189975254536,2,14,1,0
U,7345,UCHL1,GO:0032259,biological_process,methylation,,7,2,734,9576,3.0358424028598384e-07,3.0358424028598384e-07,15.007606702238736,2,1,0,0
S,6638,SNRPN,GO:0032259,biological_process,methylation,,7,2,734,9576,3.0358424028598384e-07,3.0358424028598384e-07,15.007606702238736,2,1,0,0
I,3383,ICAM1,GO:0019882,biological_process,antigen processing and presentation,,2,4,0,10313,2.81765696383717e-07,3.052461710823601e-07,15.002147267581,2,14,1,0
C,1390,CREM,GO:0007283,biological_process,spermatogenesis,,5,1,361,9952,3.184336574118007e-07,3.184336574118007e-07,14.959851680611239,3,1,0,0
C,1032,CDKN2D,GO:0007283,biological_process,spermatogenesis,,5,1,361,9952,3.184336574118007e-07,3.184336574118007e-07,14.959851680611239,3,1,0,0
N,79923,NANOG,GO:0005694,cellular_component,chromosome,,17,97,338,9867,3.200430588123215e-07,3.200430588123215e-07,14.954810291416356,5,6,0,0
M,494332,MIR383,GO:0005488,molecular_function,binding,,21,51,848,9399,2.60588850245174e-07,3.257360628064675e-07,14.937178406794693,1,52,0,0
M,79003,MIS12,GO:0051382,biological_process,kinetochore assembly,,2,2,1,10314,3.3807513835362044e-07,3.3807513835362044e-07,14.89999766334764,6,1,1,1
I,3655,ITGA6,GO:0006306,biological_process,DNA methylation,,6,8,231,10074,3.54710242113149e-07,3.54710242113149e-07,14.851964600159,4,4,0,0
A,339,APOBEC1,GO:0080111,biological_process,DNA demethylation,,4,16,28,10271,3.563869339376493e-07,3.563869339376493e-07,14.847248803251736,3,2,1,1
L,79727,LIN28A,GO:0005488,molecular_function,binding,,16,29,853,9421,3.492577550323178e-07,3.880641722581309e-07,14.762095118581092,1,52,0,0
A,250,ALPP,GO:0016791,molecular_function,phosphatase activity,,3,45,1,10270,3.7665798375612416e-07,3.945940782207015e-07,14.745408250513835,5,69,1,0
C,836,CASP3,GO:0008219,biological_process,cell death,,6,20,113,10180,3.9515928821691514e-07,3.9515928821691514e-07,14.743976892024632,2,4,0,0
A,367,AR,GO:0023052,biological_process,signaling,,31,78,1107,9103,4.2309205033111956e-07,4.2309205033111956e-07,14.675676068498491,1,6,0,0
C,1113,CHGA,GO:0051179,biological_process,localization,,7,11,299,10002,4.525306011669829e-07,4.525306011669829e-07,14.608410449204666,1,10,0,0
H,3065,HDAC1,GO:0007283,biological_process,spermatogenesis,,8,14,358,9939,4.798540166657141e-07,4.798540166657141e-07,14.549783911248403,3,1,0,0
V,7431,VIM,GO:0016020,cellular_component,membrane,,8,17,309,9985,4.977722951905903e-07,4.977722951905903e-07,14.513123103060302,2,16,0,0
A,480,ATP1A4,GO:0097722,biological_process,sperm motility,,3,8,12,10296,4.072183694848551e-07,5.090229618560689e-07,14.49077270971188,2,2,1,0
F,2261,FGFR3,GO:0017134,molecular_function,fibroblast growth factor binding,,2,6,0,10311,5.259626332496041e-07,5.259626332496041e-07,14.458035666181544,4,1,1,1
A,9212,AURKB,GO:0030496,cellular_component,midbody,,3,23,4,10289,4.937407302670868e-07,5.486008114078742e-07,14.415894779392099,2,1,1,1
E,2099,ESR1,GO:0023052,biological_process,signaling,,31,79,1107,9102,5.279961939123307e-07,5.657102077632114e-07,14.385183890278553,1,6,0,0
A,545,ATR,GO:0016310,biological_process,phosphorylation,,7,9,358,9945,5.680550710706922e-07,5.680550710706922e-07,14.381047466814826,5,8,0,0
S,6521,SLC4A1,GO:0016020,cellular_component,membrane,,7,11,310,9991,5.747812810147516e-07,5.747812810147516e-07,14.369276249356115,2,16,0,0
C,81037,CLPTM1L,GO:0010467,biological_process,gene expression,,8,12,414,9885,5.982262653006353e-07,5.982262653006353e-07,14.32929678449173,4,4,0,0
P,9698,PUM1,GO:0000003,biological_process,reproduction,,4,34,15,10266,5.82431074113131e-07,6.212598123873397e-07,14.29151646507304,1,5,1,0
R,5915,RARB,GO:0032259,biological_process,methylation,,8,5,733,9573,6.341864898737249e-07,6.341864898737249e-07,14.270922777696434,2,1,0,0
E,30816,ERVW-1,GO:0032259,biological_process,methylation,,17,43,724,9535,6.167943540767354e-07,6.530763749047787e-07,14.241571754471327,2,1,0,0
S,50511,SYCP3,GO:0000795,cellular_component,synaptonemal complex,,3,21,5,10290,6.143919868605821e-07,6.702458038479078e-07,14.215621320427474,3,1,0,1
C,1201,CLN3,GO:0005764,cellular_component,lysosome,,2,2,2,10313,6.760628884523174e-07,6.760628884523174e-07,14.206979734975585,7,6,0,1
C,890,CCNA2,GO:0007049,biological_process,cell cycle,,6,4,406,9903,7.16067202757901e-07,7.16067202757901e-07,14.149491815789789,2,2,1,0
G,2627,GATA6,GO:0060417,cellular_component,yolk,,5,0,607,9707,7.225638118347886e-07,7.225638118347886e-07,14.140460099981283,2,1,0,0
A,328,APEX1,GO:0070988,biological_process,demethylation,,4,7,70,10238,7.741397757182434e-07,7.741397757182434e-07,14.071513390877616,2,3,1,0
S,56916,SMARCAD1,GO:0000785,cellular_component,chromatin,,4,2,154,10159,7.751253436997389e-07,7.751253436997389e-07,14.070241086864451,2,5,1,0
N,4803,NGF,GO:0040007,biological_process,growth,,9,4,1083,9223,7.770997993007405e-07,7.770997993007405e-07,14.067697052998215,1,10,1,0
C,1435,CSF1,GO:0040007,biological_process,growth,,9,4,1083,9223,7.770997993007405e-07,7.770997993007405e-07,14.067697052998215,1,10,1,0
H,3082,HGF,GO:0016477,biological_process,cell migration,,9,93,95,10122,7.962560796445073e-07,8.268813134769883e-07,14.00560466676002,3,34,0,0
S,6714,SRC,GO:0023052,biological_process,signaling,,19,32,1119,9149,8.440482279502997e-07,8.440482279502997e-07,13.985056201861795,1,6,0,0
C,894,CCND2,GO:0007049,biological_process,cell cycle,,9,19,403,9888,8.302351670380556e-07,8.994214309578936e-07,13.921514134832877,2,2,1,0
P,143689,PIWIL4,GO:0006306,biological_process,DNA methylation,,6,10,231,10072,9.100218391631706e-07,9.100218391631706e-07,13.909797238643081,4,4,1,0
N,8204,NRIP1,GO:0030154,biological_process,cell differentiation,,7,40,110,10162,8.693356462544973e-07,9.483661595503608e-07,13.868525165013063,3,81,0,0
H,3015,H2AZ1,GO:0000785,cellular_component,chromatin,,4,2,154,10159,7.751253436997389e-07,1.0335004582663185e-06,13.782559014412671,2,5,1,0
P,5460,POU5F1,GO:0016571,biological_process,histone methylation,,5,250,4,10060,1.0297949343662593e-06,1.0736159954031215e-06,13.744478171992066,5,3,0,0
D,54514,DDX4,GO:0007283,biological_process,spermatogenesis,,5,2,361,9951,1.0820353501038188e-06,1.0820353501038188e-06,13.736666706998054,3,1,0,0
N,11270,NRM,GO:0005635,cellular_component,nuclear envelope,,2,2,3,10312,1.1266258442426395e-06,1.1266258442426395e-06,13.69628337071462,4,1,1,1
N,11270,NRM,GO:0031965,cellular_component,nuclear membrane,,2,2,3,10312,1.1266258442426395e-06,1.1266258442426395e-06,13.69628337071462,4,2,1,1
F,2249,FGF4,GO:0040007,biological_process,growth,,11,9,1081,9218,1.2080739112248075e-06,1.2080739112248075e-06,13.626483275534616,1,10,0,0
P,23532,PRAME,GO:0006306,biological_process,DNA methylation,,10,51,227,10031,1.0906068016308417e-06,1.2189134841756468e-06,13.617550682768366,4,4,0,0
C,983,CDK1,GO:0007049,biological_process,cell cycle,,7,9,405,9898,1.2866508677111645e-06,1.2866508677111645e-06,13.563467942211991,2,2,1,0
P,142,PARP1,GO:0006281,biological_process,DNA repair,,8,59,116,10136,1.248976510163427e-06,1.3114253356715984e-06,13.544395969743045,5,15,1,1
H,3206,HOXA10,GO:0023052,biological_process,signaling,,16,23,1122,9158,1.3794949230346506e-06,1.3794949230346506e-06,13.49379312358968,1,6,0,0
P,5154,PDGFA,GO:0040007,biological_process,growth,,6,0,1086,9227,1.3872858184670856e-06,1.3872858184670856e-06,13.488161368310102,1,10,0,0
S,6566,SLC16A1,GO:0005215,molecular_function,transporter activity,,2,10,0,10307,1.2397690640883561e-06,1.3947401970994006e-06,13.482802398673936,1,3,1,0
V,7431,VIM,GO:0005882,cellular_component,intermediate filament,,3,22,7,10287,1.4907604238331415e-06,1.6054343025895369e-06,13.342116244472386,6,5,0,2
M,4233,MET,GO:0016310,biological_process,phosphorylation,,12,51,353,9903,1.6755582298546265e-06,1.6755582298546265e-06,13.299364176654873,5,8,0,0
G,373156,GSTK1,GO:0098754,biological_process,detoxification,,2,4,2,10311,1.6897203274369998e-06,1.6897203274369998e-06,13.290947529447399,1,7,1,0
C,999,CDH1,GO:0007155,biological_process,cell adhesion,,7,91,54,10167,1.6105647470360133e-06,1.6953313126694876e-06,13.287632371530833,2,7,0,0
P,10942,PRSS21,GO:0032259,biological_process,methylation,,16,41,725,9537,1.5144322322167465e-06,1.7668376042528709e-06,13.246319273630709,2,1,0,0
C,6376,CX3CL1,GO:0040007,biological_process,growth,,8,3,1084,9224,1.8902544694273699e-06,1.8902544694273699e-06,13.1787990980472,1,10,0,0
I,3480,IGF1R,GO:0009293,biological_process,transduction,,5,67,25,10222,1.7874385727200483e-06,2.0108683943100543e-06,13.116943892224214,4,1,0,0
L,3897,L1CAM,GO:0007411,biological_process,axon guidance,,2,13,0,10304,1.972359874686016e-06,2.1038505329984172e-06,13.071741305061654,4,19,0,1
M,5609,MAP2K7,GO:0016310,biological_process,phosphorylation,,12,52,353,9902,1.997455485731813e-06,2.114952867245449e-06,13.066478030704678,5,8,0,0
C,29126,CD274,GO:0001775,biological_process,cell activation,,3,47,3,10266,2.119296989195511e-06,2.2605834551418783e-06,12.999887612007203,2,14,1,0
P,5159,PDGFRB,GO:0040007,biological_process,growth,,11,10,1081,9217,2.2946095847663442e-06,2.2946095847663442e-06,12.98494784449328,1,10,1,0
T,706,TSPO,GO:0051179,biological_process,localization,,8,23,298,9990,2.3744213082323245e-06,2.3744213082323245e-06,12.950756809859168,1,10,0,0
P,5514,PPP1R10,GO:0007049,biological_process,cell cycle,,4,0,408,9907,2.5058109496305902e-06,2.5058109496305902e-06,12.896898143430008,2,2,1,0
M,5605,MAP2K2,GO:0016310,biological_process,phosphorylation,,6,7,359,9947,2.6134330792485267e-06,2.6134330792485267e-06,12.854845844918657,5,8,0,0
M,1432,MAPK14,GO:0016310,biological_process,phosphorylation,,6,7,359,9947,2.6134330792485267e-06,2.613433079248527e-06,12.854845844918657,5,8,0,0
S,6772,STAT1,GO:0016310,biological_process,phosphorylation,,5,3,360,9951,2.7638163081473037e-06,2.7638163081473037e-06,12.79889811296946,5,8,0,0
L,26524,LATS2,GO:0005488,molecular_function,binding,,7,3,862,9447,2.8078765036444106e-06,2.807876503644411e-06,12.78308205295148,1,52,0,0
A,49,ACR,GO:0005488,molecular_function,binding,,10,11,859,9439,2.5436945745089744e-06,2.8489379234500515e-06,12.768564291576705,1,52,0,0
M,4318,MMP9,GO:0031012,cellular_component,extracellular matrix,,4,31,26,10258,2.8547551632907515e-06,2.854755163290751e-06,12.766524475699768,3,8,1,0
K,4254,KITLG,GO:0043473,biological_process,pigmentation,,4,145,4,10166,2.7943669489624254e-06,2.864226122686486e-06,12.763212358530549,1,4,1,0
M,4085,MAD2L1,GO:0009293,biological_process,transduction,,5,74,25,10215,2.8386660681732087e-06,2.933288270445649e-06,12.739386487614299,4,1,0,0
S,5265,SERPINA1,GO:0060417,cellular_component,yolk,,6,3,606,9704,3.0595396607863472e-06,3.0595396607863472e-06,12.697246090968383,2,1,0,0
H,8091,HMGA2,GO:0060417,cellular_component,yolk,,6,3,606,9704,3.0595396607863472e-06,3.0595396607863472e-06,12.697246090968383,2,1,0,0
F,2244,FGB,GO:0050817,biological_process,coagulation,,2,2,6,10309,3.153329195107281e-06,3.1533291951072806e-06,12.667051775903301,2,2,1,0
H,3082,HGF,GO:0007610,biological_process,behavior,,7,95,57,10160,2.9335789977299036e-06,3.168265317548296e-06,12.662326338292761,1,27,0,0
T,56155,TEX14,GO:0045171,cellular_component,intercellular bridge,,2,15,0,10302,2.5546756472123695e-06,3.193344559015462e-06,12.654441739306483,2,2,1,1
A,57379,AICDA,GO:0080111,biological_process,DNA demethylation,,3,7,29,10280,3.203409607790401e-06,3.203409607790401e-06,12.651294812968914,3,2,1,1
C,1030,CDKN2B,GO:0007049,biological_process,cell cycle,,7,11,405,9896,3.338570517257766e-06,3.338570517257766e-06,12.609967831434012,2,2,1,0
A,10000,AKT3,GO:0016310,biological_process,phosphorylation,,7,13,358,9941,3.4043371226784005e-06,3.4043371226784005e-06,12.590460314942437,5,8,0,0
V,7414,VCL,GO:0005856,cellular_component,cytoskeleton,,3,8,26,10282,3.2437294274914744e-06,3.475424386598008e-06,12.569793960764533,5,9,0,1
S,6774,STAT3,GO:0016310,biological_process,phosphorylation,,9,27,356,9927,3.1700855119073264e-06,3.4870940630980595e-06,12.566441815269501,5,8,0,0
Q,25797,QPCT,GO:0060417,cellular_component,yolk,,13,36,599,9671,3.5764165303990756e-06,3.576416530399075e-06,12.54114922801812,2,1,0,0
C,1499,CTNNB1,GO:0007281,biological_process,germ cell development,,9,135,79,10096,3.500006836519939e-06,3.597229248645493e-06,12.535346661991289,3,3,1,0
C,841,CASP8,GO:0006508,biological_process,proteolysis,,3,24,9,10283,3.460097148013028e-06,3.6173742911045297e-06,12.52976212925756,4,6,1,1
P,10942,PRSS21,GO:0070988,biological_process,demethylation,,6,51,68,10194,3.0077703917790514e-06,3.828071407718793e-06,12.47314943049353,2,3,0,0
T,943,TNFRSF8,GO:0060417,cellular_component,yolk,,13,36,599,9671,3.5764165303990756e-06,3.901545305889901e-06,12.454137851028491,2,1,0,0
B,675,BRCA2,GO:0006281,biological_process,DNA repair,,4,6,120,10189,3.945004395022958e-06,3.945004395022958e-06,12.443060489592796,5,15,1,0
D,29947,DNMT3L,GO:0006306,biological_process,DNA methylation,,7,23,230,10059,4.001366912049862e-06,4.001366912049862e-06,12.428874527207636,4,4,1,1
G,2697,GJA1,GO:0016020,cellular_component,membrane,,8,23,309,9979,3.090318172511186e-06,4.120424230014914e-06,12.399554431453504,2,16,0,0
V,7432,VIP,GO:0060417,cellular_component,yolk,,5,1,607,9706,4.122761078262566e-06,4.122761078262566e-06,12.398987454436039,2,1,0,0
P,55124,PIWIL2,GO:0006306,biological_process,DNA methylation,,8,34,229,10048,4.13652206232165e-06,4.13652206232165e-06,12.395655204758137,4,4,1,0
T,56165,TDRD1,GO:0006306,biological_process,DNA methylation,,5,7,232,10075,4.254155214027122e-06,4.254155214027122e-06,12.367614355244626,4,4,1,0
T,7015,TERT,GO:0000723,biological_process,telomere maintenance,,3,102,1,10213,4.065375866685569e-06,4.2976830590676026e-06,12.357434503954941,5,8,0,1
R,5888,RAD51,GO:0006281,biological_process,DNA repair,,5,16,119,10179,4.0308404520383285e-06,4.318757627183924e-06,12.352542783369143,5,15,1,1
E,1950,EGF,GO:0040007,biological_process,growth,,12,14,1080,9213,4.368136972967961e-06,4.368136972967961e-06,12.34117396173312,1,10,0,0
I,3485,IGFBP2,GO:0005488,molecular_function,binding,,8,6,861,9444,4.648125986860284e-06,4.648125986860285e-06,12.27904643317524,1,52,0,0
A,9212,AURKB,GO:0007059,biological_process,chromosome segregation,,3,23,10,10283,3.99426627240107e-06,4.699136791060082e-06,12.268131727592674,2,1,1,0
P,5155,PDGFB,GO:0040007,biological_process,growth,,7,2,1085,9225,4.336005633334857e-06,4.769606196668342e-06,12.253246814822605,1,10,0,0
S,6736,SRY,GO:0003677,molecular_function,DNA binding,,5,60,34,10220,4.139425082506192e-06,4.892047824780045e-06,12.227899564066929,4,15,0,2
T,7010,TEK,GO:0001525,biological_process,angiogenesis,,3,1,109,10206,4.940282678333399e-06,4.940282678333399e-06,12.218088006066882,3,5,0,1
F,2316,FLNA,GO:0016477,biological_process,cell migration,,6,38,98,10177,4.690681036112881e-06,5.025729681549516e-06,12.200939904302514,3,34,0,0
S,6736,SRY,GO:0005488,molecular_function,binding,,18,47,851,9403,4.238077315884674e-06,5.247143343476263e-06,12.15782675450264,1,52,0,0
C,1401,CRP,GO:0006954,biological_process,inflammatory response,,2,3,6,10308,5.253510933323497e-06,5.253510933323497e-06,12.156613955669371,4,5,1,1
I,3429,IFI27,GO:0007049,biological_process,cell cycle,,6,7,406,9900,5.280527459042384e-06,5.280527459042385e-06,12.151484567689625,2,2,0,0
C,983,CDK1,GO:0016301,molecular_function,kinase activity,,3,13,19,10284,4.626684405490249e-06,5.397798473071958e-06,12.129519377694137,4,133,1,0
N,4824,NKX3-1,GO:0032259,biological_process,methylation,,7,5,734,9573,5.510284359181943e-06,5.510284359181943e-06,12.108894328294076,2,1,0,0
A,60,ACTB,GO:0010467,biological_process,gene expression,,5,3,417,9894,5.649932814391325e-06,5.649932814391325e-06,12.0838669041348,4,4,0,0
K,3880,KRT19,GO:0060417,cellular_component,yolk,,7,7,605,9700,5.935382522973415e-06,5.935382522973415e-06,12.03457907992004,2,1,0,0
N,4869,NPM1,GO:0005654,cellular_component,nucleoplasm,,2,6,3,10308,5.253510933316931e-06,6.00401249521935e-06,12.0230825630461,2,1,0,2
F,2316,FLNA,GO:0007155,biological_process,cell adhesion,,5,39,56,10219,5.558583233527874e-06,6.413749884839855e-06,11.957066452645433,2,7,0,0
C,29126,CD274,GO:0006955,biological_process,immune response,,4,46,21,10248,5.7243340342249e-06,6.542096039114172e-06,11.93725294856541,2,9,0,1
I,3458,IFNG,GO:0030316,biological_process,osteoclast differentiation,,2,25,0,10292,6.5933172953789725e-06,6.593317295378973e-06,11.929453952890881,6,1,1,0
T,5987,TRIM27,GO:0005654,cellular_component,nucleoplasm,,2,7,3,10307,6.75320428137672e-06,6.75320428137672e-06,11.905493457366093,2,1,0,1
S,8467,SMARCA5,GO:0006338,biological_process,chromatin remodeling,,2,1,14,10302,6.756259090339079e-06,6.756259090339079e-06,11.905041210088704,5,6,1,1
T,7022,TFAP2C,GO:0006281,biological_process,DNA repair,,7,53,117,10142,6.952506729521286e-06,6.952506729521285e-06,11.876408282910491,5,15,0,0
P,50940,PDE11A,GO:0005694,cellular_component,chromosome,,8,23,347,9941,7.146759526425488e-06,7.146759526425488e-06,11.848851517077794,5,6,0,0
F,10468,FST,GO:0005488,molecular_function,binding,,7,4,862,9446,7.15888283972302e-06,7.15888283972302e-06,11.847156617136996,1,52,0,0
D,9787,DLGAP5,GO:0007049,biological_process,cell cycle,,8,19,404,9888,6.861772972853154e-06,7.351899613771237e-06,11.820551827278967,2,2,1,0
C,1029,CDKN2A,GO:0090398,biological_process,cellular senescence,,3,39,7,10270,7.376641794836547e-06,7.376641794836547e-06,11.817192064264688,4,2,1,1
K,9585,KIF20B,GO:0000910,biological_process,cytokinesis,,3,23,12,10281,6.333288449773165e-06,7.3888365247353595e-06,11.815540274541718,3,4,1,0
M,5599,MAPK8,GO:0023052,biological_process,signaling,,9,6,1129,9175,6.310536558862068e-06,7.572643870634481e-06,11.790968295132137,1,6,0,0
T,7158,TP53BP1,GO:0000785,cellular_component,chromatin,,5,14,153,10147,7.722886854540851e-06,7.722886854540851e-06,11.771322318938843,2,5,0,0
D,373863,DND1,GO:0005488,molecular_function,binding,,11,17,858,9433,7.987525280367891e-06,7.987525280367891e-06,11.737629573274344,1,52,0,0
M,22915,MMRN1,GO:0031012,cellular_component,extracellular matrix,,2,0,28,10289,8.171205195062539e-06,8.171205195062539e-06,11.714894145276048,3,8,1,0
G,2597,GAPDH,GO:0010467,biological_process,gene expression,,8,19,414,9878,8.187529819114167e-06,8.187529819114169e-06,11.712898314980324,4,4,0,0
H,3309,HSPA5,GO:0005783,cellular_component,endoplasmic reticulum,,2,1,16,10300,8.613116058878552e-06,8.613116058878552e-06,11.662224393398544,5,5,1,1
R,5970,RELA,GO:0005829,cellular_component,cytosol,,2,1,16,10300,8.613116058878552e-06,8.613116058878552e-06,11.662224393398544,2,1,0,2
K,3815,KIT,GO:0016301,molecular_function,kinase activity,,5,134,17,10163,9.036879547581947e-06,9.036879547581947e-06,11.614196625939089,4,133,1,0
C,29126,CD274,GO:0006298,biological_process,mismatch repair,,5,45,52,10217,7.537015245028992e-06,9.276326455420299e-06,11.588044945634824,6,2,0,0
C,7203,CCT3,GO:0005488,molecular_function,binding,,8,7,861,9443,9.22517989696659e-06,9.82035279354508e-06,11.531053510220303,1,52,0,0
C,1434,CSE1L,GO:0005634,cellular_component,nucleus,,9,68,175,10067,8.513349909151929e-06,1.017449135484011e-05,11.495626817581446,5,11,0,1
S,11005,SPINK5,GO:0032259,biological_process,methylation,,5,1,736,9577,1.0640861449663832e-05,1.0640861449663832e-05,11.450809114013857,2,1,0,0
G,2935,GSPT1,GO:0007049,biological_process,cell cycle,,5,4,407,9903,1.0927052585236972e-05,1.0927052585236972e-05,11.424268954974234,2,2,1,0
P,50940,PDE11A,GO:0023052,biological_process,signaling,,13,18,1125,9163,1.0206580381853734e-05,1.0991701949688636e-05,11.418369938054903,1,6,0,0
A,60489,APOBEC3G,GO:0005488,molecular_function,binding,,13,26,856,9424,1.0043975076807303e-05,1.1048372584488034e-05,11.413227418268795,1,52,0,0
A,339,APOBEC1,GO:0070988,biological_process,demethylation,,4,16,70,10229,1.0823214799396219e-05,1.2369388342167107e-05,11.300285819656537,2,3,1,0
P,5159,PDGFRB,GO:0016301,molecular_function,kinase activity,,3,18,19,10279,1.0912707970587182e-05,1.2471666252099638e-05,11.292051186340771,4,133,1,0
S,6662,SOX9,GO:0060008,biological_process,Sertoli cell differentiation,,2,19,1,10297,1.1819629893842657e-05,1.2558356762207823e-05,11.285124236517756,3,1,1,0
S,346673,STRA8,GO:0048477,biological_process,oogenesis,,2,8,4,10305,1.2653257961693523e-05,1.2653257961693523e-05,11.277595829571185,4,1,1,1
C,93659,CGB5,GO:0001525,biological_process,angiogenesis,,7,65,105,10142,1.210602304945735e-05,1.33803412651897e-05,11.221723997969896,3,5,0,0
H,3206,HOXA10,GO:0005737,cellular_component,cytoplasm,,7,32,206,10074,1.2691755311610161e-05,1.3749401587577674e-05,11.194515255702198,2,5,0,1
C,925,CD8A,GO:0030217,biological_process,T cell differentiation,,2,36,0,10281,1.3205418970516808e-05,1.380566528735848e-05,11.190431521975253,5,7,1,0
T,7013,TERF1,GO:0070187,cellular_component,shelterin complex,,2,35,0,10282,1.2510396919437099e-05,1.3900441021596777e-05,11.183589990158525,4,1,1,1
I,55272,IMP3,GO:0005694,cellular_component,chromosome,,6,11,349,9953,1.4258771248284795e-05,1.4258771248284795e-05,11.15813831441274,5,6,0,0
C,11335,CBX3,GO:0007049,biological_process,cell cycle,,6,9,406,9898,1.4384631424767068e-05,1.4384631424767068e-05,11.149350183481086,2,2,1,0
T,7015,TERT,GO:0005694,cellular_component,chromosome,,14,91,341,9873,1.3491522336763948e-05,1.4681950778243122e-05,11.128891656805271,5,6,0,0
K,4254,KITLG,GO:0005694,cellular_component,chromosome,,17,132,338,9832,1.375240155211737e-05,1.4838117464126636e-05,11.118311183788954,5,6,0,0
N,79923,NANOG,GO:0010467,biological_process,gene expression,,16,98,406,9799,1.4919475544359928e-05,1.5345746274198785e-05,11.08467223802209,4,4,0,0
A,60489,APOBEC3G,GO:0005737,cellular_component,cytoplasm,,7,32,206,10074,1.2691755311610161e-05,1.5512145380856862e-05,11.073887267913584,2,5,0,3
M,220972,MARCHF8,GO:0005488,molecular_function,binding,,21,70,848,9380,1.5928469172594954e-05,1.5928469172594954e-05,11.047402535797737,1,52,0,0
D,123872,DNAAF1,GO:0051179,biological_process,localization,,7,21,299,9992,1.3039288563863963e-05,1.6048355155524875e-05,11.039904196161757,1,10,0,0
H,3082,HGF,GO:0040007,biological_process,growth,,26,76,1066,9151,1.4786407863254327e-05,1.6634708846161117e-05,11.00401915113206,1,10,0,0
H,3206,HOXA10,GO:0051179,biological_process,localization,,8,31,298,9982,1.5059467475099987e-05,1.779755247057271e-05,10.936449611773671,1,10,0,0
H,3065,HDAC1,GO:0010467,biological_process,gene expression,,7,15,415,9882,1.8198543505085014e-05,1.9335952474152826e-05,10.853544372460567,4,4,0,0
I,3688,ITGB1,GO:0016477,biological_process,cell migration,,3,3,101,10212,1.9458790983291207e-05,1.9458790983291207e-05,10.847211611435984,3,34,0,1
A,6795,AURKC,GO:0007059,biological_process,chromosome segregation,,2,3,11,10303,1.4620595347108733e-05,1.949412712947831e-05,10.84539731060349,2,1,1,0
E,1869,E2F1,GO:0016310,biological_process,phosphorylation,,5,6,360,9948,2.0875005022285738e-05,2.0875005022285738e-05,10.776958046638846,5,8,0,0
B,648,BMI1,GO:0032259,biological_process,methylation,,7,7,734,9571,2.1011506413566093e-05,2.1011506413566093e-05,10.770440345841116,2,1,0,0
T,7157,TP53,GO:0090398,biological_process,cellular senescence,,5,405,5,9904,2.0644647212635022e-05,2.2232696998222332e-05,10.713946514889997,4,2,1,0
S,6657,SOX2,GO:0010467,biological_process,gene expression,,14,79,408,9818,2.2765201032129833e-05,2.2765201032129833e-05,10.69027745846186,4,4,0,0
C,1017,CDK2,GO:0007049,biological_process,cell cycle,,7,16,405,9891,2.1618159157585462e-05,2.2889815578619902e-05,10.684818480885907,2,2,1,0
K,4254,KITLG,GO:0005874,cellular_component,microtubule,,7,142,52,10118,2.068248870338297e-05,2.2918433428073024e-05,10.683569018014186,6,7,0,0
N,4756,NEO1,GO:0005488,molecular_function,binding,,5,1,864,9449,2.3391027725511418e-05,2.3391027725511418e-05,10.663158039662601,1,52,0,0
S,6280,S100A9,GO:0005488,molecular_function,binding,,6,3,863,9447,2.359792253833677e-05,2.3597922538336774e-05,10.654351877843983,1,52,0,0
I,3486,IGFBP3,GO:0005520,molecular_function,insulin-like growth factor binding,,2,13,3,10301,1.9673936412769655e-05,2.459242051596207e-05,10.613072271608553,4,2,0,1
C,10693,CCT6B,GO:0005488,molecular_function,binding,,6,3,863,9447,2.359792253833677e-05,2.541314734897806e-05,10.58024390569026,1,52,0,0
I,10642,IGF2BP1,GO:0040007,biological_process,growth,,8,6,1084,9221,2.567037488667837e-05,2.567037488667837e-05,10.570172959110016,1,10,0,0
B,682,BSG,GO:0005886,cellular_component,plasma membrane,,3,9,49,10258,2.5718137991326536e-05,2.5718137991326536e-05,10.56831405657608,3,3,0,2
C,842,CASP9,GO:0006508,biological_process,proteolysis,,2,5,10,10302,2.595114304198876e-05,2.595114304198876e-05,10.559294901461616,4,6,1,0
F,2335,FN1,GO:0005488,molecular_function,binding,,11,20,858,9430,2.4882291637869988e-05,2.6437434865236863e-05,10.540729564887078,1,52,0,0
C,1029,CDKN2A,GO:0032259,biological_process,methylation,,12,30,729,9548,2.551974749540602e-05,2.7342586602220737e-05,10.507065122430324,2,1,0,0
H,10855,HPSE,GO:0031012,cellular_component,extracellular matrix,,2,1,28,10288,2.4469262818811784e-05,2.7964871792927753e-05,10.484561414255934,3,8,1,1
N,8204,NRIP1,GO:0023052,biological_process,signaling,,16,31,1122,9150,2.3361203669227573e-05,2.8033444403073088e-05,10.482112317601649,1,6,0,0
D,123872,DNAAF1,GO:0005929,cellular_component,cilium,,2,26,1,10290,2.1265698552269368e-05,2.8354264736359157e-05,10.470733107486607,4,2,1,0
