Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
T,7039,TGFA,GO:0040007,biological_process,growth,,454,1080,45678,196724,4.565612186936337e-24,4.6226823392730415e-24,53.731067102326065,1,10,0,0
H,3172,HNF4A,GO:0005488,molecular_function,binding,,105,318,20413,223100,4.5396402605746456e-24,4.6304330657861384e-24,53.72939183340603,1,52,0,0
C,1027,CDKN1B,GO:0002188,biological_process,translation reinitiation,,9,617,0,243310,4.556808697290292e-24,4.6816527711886564e-24,53.71839102803563,5,1,0,0
H,10855,HPSE,GO:0030305,molecular_function,heparanase activity,,8,152,3,243773,4.7244041603335096e-24,4.7244041603335096e-24,53.70930078249624,5,1,0,1
C,1026,CDKN1A,GO:0051318,biological_process,G1 phase,,37,1124,787,241988,4.739207578958252e-24,4.836923199142958e-24,53.68576341592958,3,2,0,0
M,4131,MAP1B,GO:0005874,cellular_component,microtubule,,10,4,569,243353,5.210909701072526e-24,5.210909701072526e-24,53.611287784602034,6,7,1,1
X,7514,XPO1,GO:0005634,cellular_component,nucleus,,35,206,3549,240146,5.398303592948133e-24,5.526834630875469e-24,53.552426979686,5,11,0,1
S,9037,SEMA5A,GO:0001935,biological_process,endothelial cell proliferation,,11,78,104,243743,5.529571585864098e-24,5.529571585864098e-24,53.55193189023453,4,2,1,0
L,3920,LAMP2,GO:0005765,cellular_component,lysosomal membrane,,10,81,55,243790,5.505033854141033e-24,5.71676592545415e-24,53.51863898401079,7,5,0,2
K,23028,KDM1A,GO:0070988,biological_process,demethylation,,14,88,334,243500,5.897791549945167e-24,6.12462968648152e-24,53.449723936604,2,3,1,0
D,1673,DEFB4A,GO:0044351,biological_process,macropinocytosis,,11,14,466,243445,6.19074661864559e-24,6.19074661864559e-24,53.438986535528635,5,2,0,0
B,646,BNC1,GO:0006306,biological_process,DNA methylation,,20,93,1371,242452,5.5490857686977974e-24,6.341812307083197e-24,53.41487765140386,4,4,0,0
B,10678,B3GNT2,GO:0036065,biological_process,fucosylation,,14,148,203,243571,6.2307403263569756e-24,6.352911705305152e-24,53.4131289877796,3,2,0,0
U,7351,UCP2,GO:0031966,cellular_component,mitochondrial membrane,,14,57,502,243363,6.487092058152927e-24,6.487092058152927e-24,53.392227866551764,4,2,0,0
A,6790,AURKA,GO:0007049,biological_process,cell cycle,,78,487,8687,234684,6.303706957650328e-24,6.4947283806094284e-24,53.391051402376604,2,2,1,0
K,3845,KRAS,GO:0046903,biological_process,secretion,,46,6991,5156,231743,6.760447289761277e-24,6.984860477803145e-24,53.31829721389267,4,10,0,0
S,23446,SLC44A1,GO:0015871,biological_process,choline transport,,6,16,2,243912,7.138837750837687e-24,7.138837750837687e-24,53.296492248750425,5,1,1,1
M,4585,MUC4,GO:0031012,cellular_component,extracellular matrix,,54,1414,1527,240941,7.149751417302078e-24,7.295664711532733e-24,53.27476193524894,3,8,1,1
O,4968,OGG1,GO:0006281,biological_process,DNA repair,,14,11,1831,242080,7.875434876390388e-24,7.875434876390388e-24,53.19829382627132,5,15,1,0
S,10801,SEPTIN9,GO:0032259,biological_process,methylation,,21,21,5459,238435,7.932900873353656e-24,7.932900873353656e-24,53.19102345309574,2,1,0,0
S,6720,SREBF1,GO:0006914,biological_process,autophagy,,34,107,5989,237806,8.041724651150518e-24,8.041724651150518e-24,53.17739866282039,3,7,0,0
L,3958,LGALS3,GO:0009986,cellular_component,cell surface,,52,699,2825,240360,7.94372421481128e-24,8.197247328049938e-24,53.15824382564519,2,1,1,0
T,3371,TNC,GO:0007155,biological_process,cell adhesion,,28,183,2199,241526,8.058052709596309e-24,8.259504027336215e-24,53.15067769124367,2,7,0,0
A,23452,ANGPTL2,GO:0035425,biological_process,autocrine signaling,,9,31,72,243824,8.396167289540288e-24,8.396167289540288e-24,53.134266905187694,3,1,0,0
P,10105,PPIF,GO:0008219,biological_process,cell death,,19,12,5613,238292,8.43103723383571e-24,8.43103723383571e-24,53.13012242662508,2,4,0,0
T,7248,TSC1,GO:0070988,biological_process,demethylation,,17,222,331,243366,9.035629581308191e-24,9.227877019208366e-24,53.039813218551565,2,3,0,0
L,4040,LRP6,GO:0043235,cellular_component,receptor complex,,12,133,106,243685,9.861924343809475e-24,9.861924343809475e-24,52.97336091557014,2,16,0,0
A,6790,AURKA,GO:0000910,biological_process,cytokinesis,,18,547,169,243202,1.0259170024261819e-23,1.073267017922775e-23,52.88874985442759,3,4,1,0
C,925,CD8A,GO:0072678,biological_process,T cell migration,,12,1780,3,242141,1.0617909634067225e-23,1.1247119093863801e-23,52.84193021654633,5,5,0,0
P,10196,PRMT3,GO:0032259,biological_process,methylation,,20,17,5460,238439,1.1425099690195882e-23,1.142509969019588e-23,52.826229569496,2,1,1,0
P,55010,PARPBP,GO:0035825,biological_process,homologous recombination,,15,64,644,243213,1.1680750933625868e-23,1.1680750933625866e-23,52.804099964261184,6,2,0,0
P,5241,PGR,GO:0040007,biological_process,growth,,84,67,46048,197737,1.1716541915282533e-23,1.1716541915282533e-23,52.80104054966952,1,10,0,0
C,1001,CDH3,GO:0098609,biological_process,cell-cell adhesion,,13,56,374,243493,1.174396862923863e-23,1.1743968629238628e-23,52.79870243120456,3,20,0,0
G,2673,GFPT1,GO:0070085,biological_process,glycosylation,,13,20,889,243014,1.1867150854617774e-23,1.1867150854617776e-23,52.78826808114418,2,4,1,0
C,999,CDH1,GO:0016310,biological_process,phosphorylation,,70,2590,17012,224264,1.1445812711901146e-23,1.1914354752739204e-23,52.78429827697008,5,8,0,0
M,4255,MGMT,GO:0040007,biological_process,growth,,7,356,46125,197448,1.1580066926029725e-23,1.2700718564032602e-23,52.720383660148045,1,10,0,0
H,10013,HDAC6,GO:0016235,cellular_component,aggresome,,8,149,4,243775,1.2133449330762686e-23,1.2711232632227576e-23,52.71955617006562,4,1,1,1
V,7422,VEGFA,GO:0005634,cellular_component,nucleus,,16,6395,3568,233957,1.2587778857351845e-23,1.3604973108450983e-23,52.651606836216935,5,11,0,0
A,23192,ATG4B,GO:0006914,biological_process,autophagy,,21,19,6002,237894,1.4146551512443858e-23,1.4146551512443858e-23,52.612571346837726,3,7,0,1
P,5111,PCNA,GO:0051318,biological_process,G1 phase,,28,537,796,242575,1.3906734588445965e-23,1.4272701288141912e-23,52.603693519884864,3,2,0,0
S,84620,ST6GAL2,GO:0097503,biological_process,sialylation,,10,13,309,243604,1.4298557807222018e-23,1.4298557807222018e-23,52.60188355231902,5,1,1,0
A,250,ALPP,GO:0050817,biological_process,coagulation,,13,56,380,243487,1.4370933810047013e-23,1.4370933810047013e-23,52.59683455057568,2,2,0,0
G,2896,GRN,GO:0007610,biological_process,behavior,,28,270,1567,242071,1.6854871307455793e-23,1.6854871307455793e-23,52.43740251847428,1,27,0,0
R,5894,RAF1,GO:0023052,biological_process,signaling,,191,329,44145,199271,1.7589681907655113e-23,1.7980563727825227e-23,52.37275085025588,1,6,0,0
T,6925,TCF4,GO:0008013,molecular_function,beta-catenin binding,,10,162,30,243734,1.9372425562377635e-23,1.9372425562377635e-23,52.298191539646105,3,1,0,1
K,9817,KEAP1,GO:0030497,biological_process,fatty acid elongation,,9,279,6,243642,1.9543613966849214e-23,1.9977916499445864e-23,52.26741474338117,6,2,0,0
N,1728,NQO1,GO:0098754,biological_process,detoxification,,14,167,197,243558,2.0665005754658105e-23,2.0665005754658105e-23,52.23360050541978,1,7,1,0
S,5054,SERPINE1,GO:0042730,biological_process,fibrinolysis,,10,185,26,243715,2.1044684948807747e-23,2.1044684948807747e-23,52.21539420010501,6,1,1,0
M,10232,MSLN,GO:0023052,biological_process,signaling,,91,1063,44245,198537,2.0127576371782712e-23,2.1354867613964586e-23,52.20076252688213,1,6,0,0
S,6595,SMARCA2,GO:0006338,biological_process,chromatin remodeling,,12,38,371,243515,2.1708282042938626e-23,2.1708282042938626e-23,52.18434838315979,5,6,1,1
M,2475,MTOR,GO:0010467,biological_process,gene expression,,41,4208,7986,231701,2.1712542907151175e-23,2.2504146033974394e-23,52.14834267144538,4,4,0,0
I,3397,ID1,GO:0001525,biological_process,angiogenesis,,30,56,7705,236145,2.3235618843149127e-23,2.3235618843149124e-23,52.11635583558191,3,5,0,1
E,2118,ETV4,GO:0007049,biological_process,cell cycle,,32,59,8733,235112,2.6040411492216154e-23,2.6040411492216154e-23,52.00239261232913,2,2,0,0
A,23545,ATP6V0A2,GO:0097503,biological_process,sialylation,,11,28,308,243589,2.607672827402658e-23,2.607672827402658e-23,52.00099895228365,5,1,0,0
E,1994,ELAVL1,GO:0048255,biological_process,mRNA stabilization,,11,625,11,243289,2.385328382922318e-23,2.6408992810925661e-23,51.98833764293087,5,2,0,1
E,83939,EIF2A,GO:0005783,cellular_component,endoplasmic reticulum,,23,289,816,242808,2.492597613643842e-23,2.653410362911187e-23,51.98361139684833,5,5,0,0
N,79576,NKAP,GO:0005488,molecular_function,binding,,27,7,20491,223411,2.744114313408991e-23,2.744114313408991e-23,51.949998770461534,1,52,0,0
C,11132,CAPN10,GO:0030073,biological_process,insulin secretion,,14,10,2125,241787,2.753073401295238e-23,2.753073401295238e-23,51.94673925076407,5,1,1,0
E,7430,EZR,GO:0005856,cellular_component,cytoskeleton,,19,266,458,243193,2.887256361045568e-23,2.887256361045568e-23,51.89915044370216,5,9,0,0
I,3484,IGFBP1,GO:0005488,molecular_function,binding,,48,61,20470,223357,2.8914188266572755e-23,2.951656718879302e-23,51.87709052652927,1,52,0,0
I,3417,IDH1,GO:0016577,biological_process,histone demethylation,,7,144,0,243785,3.024548020877231e-23,3.024548020877231e-23,51.85269547312976,4,2,0,0
M,84557,MAP1LC3A,GO:0044754,cellular_component,autolysosome,,13,886,22,243015,2.9072455455804993e-23,3.0889483921792804e-23,51.831626432033055,7,1,1,1
T,7942,TFEB,GO:0006897,biological_process,endocytosis,,18,163,603,243152,3.043052367444587e-23,3.203213018362723e-23,51.79530276455837,3,8,0,0
M,5605,MAP2K2,GO:0016310,biological_process,phosphorylation,,81,252,17001,226602,3.387533089705403e-23,3.387533089705403e-23,51.739355184526225,5,8,0,0
P,5445,PON2,GO:0043276,biological_process,anoikis,,15,73,614,243234,3.3445818276979564e-23,3.4560678886212216e-23,51.7193256444159,5,1,0,0
S,6855,SYP,GO:0016020,cellular_component,membrane,,35,109,6629,237163,3.486643946665827e-23,3.486643946665827e-23,51.710517485168246,2,16,0,0
P,5339,PLEC,GO:0030056,cellular_component,hemidesmosome,,9,131,19,243777,3.556480703913178e-23,3.556480703913178e-23,51.69068564926958,5,1,1,1
P,5327,PLAT,GO:0042730,biological_process,fibrinolysis,,8,40,28,243860,3.657695159784355e-23,3.657695159784355e-23,51.66262392758172,6,1,1,0
C,10404,CPQ,GO:0004177,molecular_function,aminopeptidase activity,,6,41,0,243889,3.66952577846272e-23,3.6695257784627193e-23,51.65939470082337,5,4,0,0
E,54583,EGLN1,GO:0001525,biological_process,angiogenesis,,32,70,7703,236131,3.5525649350852125e-23,3.774600243528038e-23,51.631162657523575,3,5,0,0
I,10643,IGF2BP3,GO:0006412,biological_process,translation,,26,175,1962,241773,3.73093689907312e-23,3.8103185352236116e-23,51.62174434817358,5,4,0,1
E,7430,EZR,GO:0016310,biological_process,phosphorylation,,74,211,17008,226643,3.759593841670089e-23,3.8212265275991067e-23,51.61888568725656,5,8,0,0
C,836,CASP3,GO:0040007,biological_process,growth,,132,1276,46000,196528,3.7809631939634614e-23,3.90699530042891e-23,51.59668852565009,1,10,0,0
D,23405,DICER1,GO:0005634,cellular_component,nucleus,,29,129,3555,240223,4.240351796526967e-23,4.3437750110764056e-23,51.490713350603016,5,11,0,1
C,1062,CENPE,GO:0000776,cellular_component,kinetochore,,10,62,90,243774,4.4227463520771616e-23,4.4227463520771616e-23,51.47269628910554,3,1,1,5
M,91862,MARVELD3,GO:0070160,cellular_component,tight junction,,7,0,153,243776,4.5725342279903624e-23,4.5725342279903624e-23,51.439389551989734,5,3,1,0
P,5290,PIK3CA,GO:0023052,biological_process,signaling,,172,282,44164,199318,4.6127712399007845e-23,4.6127712399007845e-23,51.43062832582683,1,6,0,0
R,54101,RIPK4,GO:0016477,biological_process,cell migration,,23,31,5973,237909,4.8066848084479725e-23,4.806684808447973e-23,51.389449521385785,3,34,0,0
C,998,CDC42,GO:0016477,biological_process,cell migration,,50,305,5946,237635,4.96442017439719e-23,5.036368292866715e-23,51.342771893332184,3,34,0,1
N,1728,NQO1,GO:0008219,biological_process,cell death,,36,145,5596,238159,4.9945328307827976e-23,5.071371797410225e-23,51.33584578637652,2,4,0,0
M,55669,MFN1,GO:0008053,biological_process,mitochondrial fusion,,7,12,30,243887,5.080999516346248e-23,5.080999516346248e-23,51.33394914144015,6,1,1,3
I,3488,IGFBP5,GO:0005520,molecular_function,insulin-like growth factor binding,,11,57,174,243694,5.2082273571235687e-23,5.2082273571235687e-23,51.30921757954798,4,2,0,0
D,79075,DSCC1,GO:0006260,biological_process,DNA replication,,12,25,567,243332,5.006665838823466e-23,5.423887992058754e-23,51.268644238869825,5,2,1,0
T,7124,TNF,GO:0006954,biological_process,inflammatory response,,32,1822,354,241728,5.374571631675776e-23,5.431146069903942e-23,51.267306964590375,4,5,1,3
M,2475,MTOR,GO:1901355,biological_process,response to rapamycin,,15,4234,5,239682,5.746795239006566e-23,5.987498704514694e-23,51.16978339249102,5,1,0,0
S,6615,SNAI1,GO:0016477,biological_process,cell migration,,82,841,5914,237099,6.225493006276217e-23,6.290341891758261e-23,51.12044171481734,3,34,0,0
A,56938,ARNTL2,GO:0005925,cellular_component,focal adhesion,,14,22,1313,242587,6.307477702778614e-23,6.307477702778614e-23,51.11772127236934,5,1,0,0
P,26227,PHGDH,GO:0003824,molecular_function,catalytic activity,,12,52,308,243564,6.516834463824083e-23,6.516834463824083e-23,51.08506839250687,1,13,0,0
N,4853,NOTCH2,GO:0023052,biological_process,signaling,,97,101,44239,199499,6.317548441529194e-23,6.551531717141385e-23,51.079758266609275,1,6,0,0
P,8000,PSCA,GO:0009986,cellular_component,cell surface,,25,105,2852,240954,6.569659968527717e-23,6.569659968527717e-23,51.0769950628767,2,1,0,0
E,1956,EGFR,GO:0005488,molecular_function,binding,,519,8543,19999,214875,6.262555445813889e-23,6.597589276248377e-23,51.07275281772927,1,52,0,0
E,1984,EIF5A,GO:0016049,biological_process,cell growth,,43,172,7274,236447,6.459620580660483e-23,6.644181168679354e-23,51.06571567947062,2,6,0,0
A,84335,AKT1S1,GO:0016310,biological_process,phosphorylation,,31,21,17051,226833,6.859980112631898e-23,6.859980112631898e-23,51.03375259616271,5,8,0,0
I,3691,ITGB4,GO:0030056,cellular_component,hemidesmosome,,9,142,19,243766,7.158017975380806e-23,7.158017975380806e-23,50.991224015292865,5,1,1,1
S,6855,SYP,GO:0005737,cellular_component,cytoplasm,,27,117,3248,240544,7.253785729179776e-23,7.43978023505618e-23,50.95261582875322,2,5,0,0
C,1499,CTNNB1,GO:0007049,biological_process,cell cycle,,88,5821,8677,229350,7.388731555061217e-23,7.872106516607278e-23,50.89613144813156,2,2,1,0
A,4363,ABCC1,GO:0006810,biological_process,transport,,19,118,1056,242743,7.989944908234095e-23,7.989944908234095e-23,50.881273274198236,3,34,0,0
V,7422,VEGFA,GO:0010573,biological_process,vascular endothelial growth factor production,,14,6397,0,237525,7.397610450391231e-23,8.076982838692466e-23,50.87043874711823,3,1,0,0
P,55193,PBRM1,GO:0006338,biological_process,chromatin remodeling,,12,43,371,243510,7.790311678683766e-23,8.101924145831117e-23,50.86735555652688,5,6,1,1
R,10111,RAD50,GO:0006281,biological_process,DNA repair,,16,30,1829,242061,8.61904293234323e-23,8.61904293234323e-23,50.80548308908208,5,15,1,1
Y,7528,YY1,GO:0006914,biological_process,autophagy,,42,204,5981,237709,8.674751772799308e-23,8.674751772799308e-23,50.79904042752605,3,7,0,0
S,293,SLC25A6,GO:0008219,biological_process,cell death,,21,24,5611,238280,9.135619721547334e-23,9.135619721547334e-23,50.747276110989596,2,4,0,0
M,22919,MAPRE1,GO:0005874,cellular_component,microtubule,,11,15,568,243342,9.163598015506585e-23,9.163598015506585e-23,50.74421824084866,6,7,1,1
C,1084,CEACAM3,GO:0097570,cellular_component,cyst wall,,12,287,58,243579,9.189028867348993e-23,9.189028867348993e-23,50.741446880837756,4,1,0,0
H,3081,HGD,GO:0097570,cellular_component,cyst wall,,7,5,63,243861,9.300549597722528e-23,9.300549597722528e-23,50.72938364392067,4,1,0,0
P,5071,PRKN,GO:0000423,biological_process,mitophagy,,9,11,226,243690,1.0187448054879342e-22,1.0187448054879342e-22,50.63830075921662,5,1,1,1
S,6597,SMARCA4,GO:0016887,molecular_function,ATPase,,16,121,540,243259,9.819389316703205e-23,1.0637671759761806e-22,50.59505549846531,1,16,0,0
S,55630,SLC39A4,GO:0040007,biological_process,growth,,117,138,46015,197666,1.0819163448309343e-22,1.0819163448309343e-22,50.578138183747065,1,10,0,0
P,5563,PRKAA2,GO:0023052,biological_process,signaling,,237,468,44099,199132,1.0823840459279603e-22,1.1323402326630968e-22,50.532585552357126,1,6,0,0
E,1915,EEF1A1,GO:0006412,biological_process,translation,,18,48,1970,241900,1.1037084619834149e-22,1.1461587874443155e-22,50.520455879195396,5,4,0,1
P,5753,PTK6,GO:0016020,cellular_component,membrane,,34,105,6630,237167,1.1580351809605306e-22,1.1580351809605306e-22,50.51014728638476,2,16,0,0
C,966,CD59,GO:0016020,cellular_component,membrane,,26,45,6638,237227,1.134835131205607e-22,1.1635651345272678e-22,50.505383362131,2,16,0,1
T,7040,TGFB1,GO:0036446,biological_process,myofibroblast differentiation,,21,6878,18,237019,1.123458308213403e-22,1.166175354153076e-22,50.50314257975143,4,1,0,0
R,5868,RAB5A,GO:0120181,biological_process,focal adhesion disassembly,,8,112,10,243806,1.1777753828419354e-22,1.2058176538619816e-22,50.46971415811517,7,1,0,0
C,999,CDH1,GO:0001837,biological_process,epithelial to mesenchymal transition,,46,2614,616,240660,1.1628034751338433e-22,1.2175236386695535e-22,50.46005305433787,5,5,0,0
C,1365,CLDN3,GO:0070160,cellular_component,tight junction,,9,19,151,243757,1.2213822835176417e-22,1.2213822835176417e-22,50.45688880922901,5,3,1,1
P,142,PARP1,GO:0005657,cellular_component,replication fork,,17,1282,62,242575,1.1775378661876785e-22,1.2306598751886263e-22,50.44932153644752,2,2,0,0
A,9619,ABCG1,GO:0033344,biological_process,cholesterol efflux,,7,27,16,243886,1.2913952147597732e-22,1.2913952147597732e-22,50.40114885013275,8,1,1,2
R,5973,RENBP,GO:0042697,biological_process,menopause,,7,12,35,243882,1.3311421634799266e-22,1.3311421634799266e-22,50.37083470263315,3,1,0,0
P,123,PLIN2,GO:0005811,cellular_component,lipid droplet,,7,22,20,243887,1.3571269198119722e-22,1.3571269198119722e-22,50.35150213968322,5,2,1,1
P,5052,PRDX1,GO:0004601,molecular_function,peroxidase activity,,9,65,49,243813,1.380385965370759e-22,1.380385965370759e-22,50.33450890075319,2,16,0,1
T,608,TNFRSF17,GO:0048469,biological_process,cell maturation,,7,5,67,243857,1.3960816055902812e-22,1.3960816055902812e-22,50.32320258651079,3,11,0,0
D,55929,DMAP1,GO:0006306,biological_process,DNA methylation,,17,58,1374,242487,1.4077906385456117e-22,1.4077906385456117e-22,50.314850493404,4,4,1,1
H,3174,HNF4G,GO:0000785,cellular_component,chromatin,,22,104,2012,241798,1.4742656916100364e-22,1.4742656916100364e-22,50.26871201623539,2,5,1,0
M,220972,MARCHF8,GO:0005488,molecular_function,binding,,194,908,20324,222510,1.552660396518687e-22,1.5526603965186873e-22,50.21690220139225,1,52,0,0
B,675,BRCA2,GO:0000910,biological_process,cytokinesis,,20,944,167,242805,1.4987104942792996e-22,1.5673537230249163e-22,50.20748337534291,3,4,1,0
I,10561,IFI44,GO:0023052,biological_process,signaling,,71,52,44265,199548,1.5947709766601307e-22,1.5947709766601307e-22,50.19014190824284,1,6,0,0
T,7030,TFE3,GO:0006914,biological_process,autophagy,,24,39,5999,237874,1.5558399439283723e-22,1.601599942279207e-22,50.18586895232964,3,7,0,0
G,2922,GRP,GO:0040007,biological_process,growth,,90,83,46042,197721,1.7083464605657527e-22,1.7083464605657527e-22,50.121346125308555,1,10,0,0
A,151,ADRA2B,GO:0023052,biological_process,signaling,,42,10,44294,199590,1.749549386655296e-22,1.7495493866552961e-22,50.09751378443052,1,6,0,0
X,7494,XBP1,GO:0005783,cellular_component,endoplasmic reticulum,,15,60,824,243037,1.8540147188894718e-22,1.8540147188894718e-22,50.03951863976577,5,5,1,1
A,546,ATRX,GO:0000785,cellular_component,chromatin,,28,229,2006,241673,1.7720594489513532e-22,1.8942704454307568e-22,50.01803827068059,2,5,1,0
S,55209,SETD5,GO:0032259,biological_process,methylation,,23,38,5457,238418,1.9143335106238752e-22,1.9143335106238755e-22,50.0075025200428,2,1,1,0
U,114131,UCN3,GO:0005819,cellular_component,spindle,,9,2,599,243326,1.9156610537708925e-22,1.9156610537708925e-22,50.006809285011855,5,2,0,0
C,1030,CDKN2B,GO:0007049,biological_process,cell cycle,,47,179,8718,234992,1.9193330933991364e-22,1.9193330933991364e-22,50.00489426735627,2,2,1,0
C,1062,CENPE,GO:0051323,biological_process,metaphase,,9,63,53,243811,2.02394110065746e-22,2.064419922670609e-22,49.93202276803672,3,3,0,0
P,5053,PAH,GO:0006885,biological_process,regulation of pH,,5,5,1,243925,2.1006994999381994e-22,2.1006994999381994e-22,49.914601661394855,8,3,0,0
P,10630,PDPN,GO:0070527,biological_process,platelet aggregation,,9,60,56,243811,2.123375535020663e-22,2.123375535020663e-22,49.90386498994459,5,1,1,0
E,2146,EZH2,GO:0000792,cellular_component,heterochromatin,,17,752,116,243051,2.2070162899810505e-22,2.298027271011197e-22,49.824820999232095,3,9,0,0
R,64121,RRAGC,GO:0005634,cellular_component,nucleus,,17,18,3567,240334,2.3574544672418004e-22,2.3574544672418004e-22,49.799289624531404,5,11,0,1
R,5979,RET,GO:0023052,biological_process,signaling,,176,299,44160,199301,2.630063597671338e-22,2.630063597671338e-22,49.68986401834762,1,6,0,0
C,1113,CHGA,GO:0023052,biological_process,signaling,,11,400,44325,199200,2.828828016015209e-22,2.868670664128099e-22,49.60302330663059,1,6,0,0
C,54205,CYCS,GO:0040007,biological_process,growth,,23,496,46109,197308,2.822478888727006e-22,3.0193960204986575e-22,49.551815227695904,1,10,0,0
C,6347,CCL2,GO:0000266,biological_process,mitochondrial fission,,17,353,259,243307,3.062474169847717e-22,3.0985032777282783e-22,49.525952864605976,6,1,0,0
S,10923,SUB1,GO:0007612,biological_process,learning,,8,16,88,243824,3.1206635456258576e-22,3.120663545625858e-22,49.518826391779626,3,5,0,0
F,2335,FN1,GO:0061800,cellular_component,fibronectin fibril,,9,992,0,242935,3.1829097790233085e-22,3.2224490309366414e-22,49.48673040678456,5,1,0,0
R,11186,RASSF1,GO:0040007,biological_process,growth,,13,402,46119,197402,3.2229057703120337e-22,3.346863684554804e-22,49.4488483521194,1,10,0,0
G,2740,GLP1R,GO:0030073,biological_process,insulin secretion,,26,178,2113,241619,3.3542948558049254e-22,3.447469712910618e-22,49.41923150045487,5,1,1,0
R,22999,RIMS1,GO:0042603,cellular_component,capsule,,8,6,182,243740,3.4900985935167164e-22,3.4900985935167164e-22,49.40694205976238,4,1,0,0
C,1500,CTNND1,GO:0005912,cellular_component,adherens junction,,11,167,72,243686,3.516374823412968e-22,3.516374823412968e-22,49.399441466661735,5,2,1,1
M,4193,MDM2,GO:0016874,molecular_function,ligase activity,,13,377,75,243471,3.928505661961006e-22,3.986277804048668e-22,49.27401413156251,2,12,1,1
X,7503,XIST,GO:0007049,biological_process,cell cycle,,33,73,8732,235098,4.525721286809451e-22,4.525721286809451e-22,49.14709508102013,2,2,0,0
M,407029,MIR30A,GO:0006914,biological_process,autophagy,,25,48,5998,237865,4.566893351532236e-22,4.566893351532236e-22,49.13803886391335,3,7,0,0
P,5339,PLEC,GO:0009986,cellular_component,cell surface,,25,115,2852,240944,4.516211755185537e-22,4.608379342026059e-22,49.12899580337543,2,1,0,0
R,5970,RELA,GO:0005488,molecular_function,binding,,169,745,20349,222673,4.277073577014442e-22,4.712030211965063e-22,49.106753187832915,1,52,0,0
L,27076,LYPD3,GO:0070085,biological_process,glycosylation,,12,18,890,243016,4.9429270207213685e-22,4.9429270207213685e-22,49.05891437582041,2,4,0,0
P,5290,PIK3CA,GO:0042555,cellular_component,MCM complex,,9,445,5,243477,4.912756294519233e-22,4.979144893093817e-22,49.05161387779008,2,1,0,0
S,6521,SLC4A1,GO:0016020,cellular_component,membrane,,23,31,6641,237241,5.041850295833685e-22,5.041850295833685e-22,49.039098908969365,2,16,0,0
C,925,CD8A,GO:0023052,biological_process,signaling,,179,1613,44157,197987,4.812583982253235e-22,5.135817234792631e-22,49.02063306524055,1,6,0,0
S,8467,SMARCA5,GO:0000785,cellular_component,chromatin,,14,15,2020,241887,5.186020875851214e-22,5.186020875851214e-22,49.01090533333618,2,5,1,0
F,2167,FABP4,GO:0005504,molecular_function,fatty acid binding,,7,17,32,243880,5.210489340099304e-22,5.210489340099304e-22,49.00619827127061,3,4,1,1
S,6508,SLC4A3,GO:0016020,cellular_component,membrane,,22,26,6642,237246,5.334969812310932e-22,5.334969812310932e-22,48.98258881955474,2,16,0,1
T,8795,TNFRSF10B,GO:0031264,cellular_component,death-inducing signaling complex,,11,364,32,243529,5.381521051817437e-22,5.381521051817437e-22,48.9739009882679,4,2,0,0
I,3558,IL2,GO:0046903,biological_process,secretion,,42,254,5160,238480,5.778544513407977e-22,5.778544513407977e-22,48.90272020918454,4,10,1,0
V,7448,VTN,GO:0031012,cellular_component,extracellular matrix,,22,147,1559,242208,5.546710050511999e-22,5.893379428668999e-22,48.88304245575148,3,8,1,0
K,58508,KMT2C,GO:0006338,biological_process,chromatin remodeling,,12,52,371,243501,5.75836261226131e-22,5.922887258325919e-22,48.87804800331115,5,6,0,0
L,4040,LRP6,GO:0023052,biological_process,signaling,,78,67,44258,199533,5.844023655352781e-22,6.032540547460935e-22,48.85970380587253,1,6,0,0
D,55929,DMAP1,GO:0016310,biological_process,phosphorylation,,36,39,17046,226815,5.463583516718408e-22,6.070648351909341e-22,48.85340663399599,5,8,0,0
L,3960,LGALS4,GO:0032259,biological_process,methylation,,33,129,5447,238327,6.117852108606289e-22,6.117852108606289e-22,48.84566097359261,2,1,0,0
C,23705,CADM1,GO:0007155,biological_process,cell adhesion,,18,47,2209,241662,6.02388742382926e-22,6.34093413034659e-22,48.809845949101835,2,7,0,0
S,22933,SIRT2,GO:0019213,molecular_function,deacetylase activity,,7,37,15,243877,6.396469601481605e-22,6.396469601481606e-22,48.80112583247279,3,26,1,0
G,140628,GATA5,GO:0032259,biological_process,methylation,,15,4,5465,238452,6.545445596239904e-22,6.545445596239904e-22,48.77810256689338,2,1,0,0
C,969,CD69,GO:0001775,biological_process,cell activation,,11,35,343,243547,6.554265483661348e-22,6.554265483661347e-22,48.77675598929325,2,14,0,0
H,164045,HFM1,GO:0004386,molecular_function,helicase activity,,6,31,3,243896,6.671504387802439e-22,6.671504387802439e-22,48.75902666597535,3,3,1,0
D,1612,DAPK1,GO:0032259,biological_process,methylation,,18,14,5462,238442,7.216327280677806e-22,7.216327280677806e-22,48.68052590927607,2,1,0,0
L,26524,LATS2,GO:0035329,biological_process,hippo signaling,,12,93,220,243611,7.409380510531474e-22,7.409380510531474e-22,48.65412521187345,4,1,1,1
A,27161,AGO2,GO:0016442,cellular_component,RISC complex,,8,124,12,243792,7.420393276300179e-22,7.420393276300179e-22,48.652639987897494,4,1,0,1
